task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
814	fb/816ee3	41544	NMD (9)	COMPLETED	0	2024-06-12 23:19:25.780	1.8s	943ms	107.4%	11.6 MB	20.2 MB	7 MB	14.9 KB
815	c5/dbe0d1	41566	NMD (10)	COMPLETED	0	2024-06-12 23:19:27.563	1.9s	1s	103.7%	11.4 MB	20.2 MB	7 MB	15.2 KB
816	f2/8e8242	41573	NMD (11)	COMPLETED	0	2024-06-12 23:19:27.607	2s	1s	105.3%	11.2 MB	20.2 MB	7 MB	14.9 KB
817	59/013d0c	41607	NMD (12)	COMPLETED	0	2024-06-12 23:19:29.496	1.9s	988ms	104.4%	11.1 MB	19.9 MB	7 MB	15.4 KB
818	a3/048783	41625	NMD (13)	COMPLETED	0	2024-06-12 23:19:29.575	1.9s	943ms	102.5%	11.1 MB	19.8 MB	7 MB	15.4 KB
819	b6/52dcdb	41648	NMD (14)	COMPLETED	0	2024-06-12 23:19:31.393	1.9s	1s	105.9%	11.2 MB	20.2 MB	7 MB	15.4 KB
820	a3/e8c7ea	41661	NMD (15)	COMPLETED	0	2024-06-12 23:19:31.460	1.9s	952ms	103.8%	11.1 MB	20.2 MB	7 MB	15.4 KB
821	34/fc38ce	41689	NMD (16)	COMPLETED	0	2024-06-12 23:19:33.286	1.9s	1s	103.1%	10.9 MB	19.9 MB	8.4 MB	14.4 KB
822	d6/d75814	41695	NMD (17)	COMPLETED	0	2024-06-12 23:19:33.316	2s	1s	103.6%	11.4 MB	20.2 MB	8.4 MB	14.4 KB
824	26/2a3ae9	41734	NMD (19)	COMPLETED	0	2024-06-12 23:19:35.273	1.8s	929ms	103.3%	11.9 MB	20.6 MB	8.4 MB	14.4 KB
823	f2/13c6e4	41727	NMD (18)	COMPLETED	0	2024-06-12 23:19:35.236	1.9s	942ms	105.6%	11.5 MB	20.5 MB	8.4 MB	14.4 KB
825	31/d7ffd5	41765	NMD (20)	COMPLETED	0	2024-06-12 23:19:37.115	2.1s	1.2s	106.0%	88 MB	104.3 MB	7.8 MB	14.3 KB
826	1d/202d40	41771	NMD (21)	COMPLETED	0	2024-06-12 23:19:37.146	2.2s	1.2s	104.7%	86.2 MB	102.3 MB	7.8 MB	14.3 KB
827	de/d966bb	41806	NMD (22)	COMPLETED	0	2024-06-12 23:19:39.224	1.9s	1.1s	104.6%	11.8 MB	20.6 MB	6.9 MB	14.2 KB
828	0e/37cd2b	41822	NMD (23)	COMPLETED	0	2024-06-12 23:19:39.352	2s	1s	102.6%	11.2 MB	19.9 MB	8.4 MB	14.4 KB
829	88/2b89c5	41850	NMD (24)	COMPLETED	0	2024-06-12 23:19:41.168	1.9s	1s	103.8%	10.4 MB	19.3 MB	7.8 MB	14.3 KB
830	d4/8ea9c6	41870	NMD (25)	COMPLETED	0	2024-06-12 23:19:41.354	1.8s	967ms	103.9%	11.8 MB	20.5 MB	6.9 MB	14.2 KB
831	82/c159f3	41889	NMD (26)	COMPLETED	0	2024-06-12 23:19:43.117	1.9s	986ms	103.4%	11.2 MB	19.9 MB	6.9 MB	14.3 KB
832	0b/854b2e	41905	NMD (27)	COMPLETED	0	2024-06-12 23:19:43.194	1.9s	981ms	104.8%	10.9 MB	19.6 MB	7.8 MB	14.3 KB
833	64/bc8577	41928	NMD (28)	COMPLETED	0	2024-06-12 23:19:45.011	1.9s	1s	104.4%	11 MB	19.5 MB	6.9 MB	14.6 KB
834	0b/029b98	41936	NMD (29)	COMPLETED	0	2024-06-12 23:19:45.064	1.9s	931ms	104.1%	11.5 MB	20.5 MB	6.9 MB	14.4 KB
835	1b/06befb	41966	NMD (30)	COMPLETED	0	2024-06-12 23:19:46.923	2s	961ms	103.5%	10.5 MB	19.6 MB	7.8 MB	14.3 KB
836	4c/bd5a53	41972	NMD (31)	COMPLETED	0	2024-06-12 23:19:46.957	2s	1s	104.4%	10.6 MB	19.4 MB	7.7 MB	14.7 KB
838	63/194215	42016	NMD (33)	COMPLETED	0	2024-06-12 23:19:48.970	1.8s	938ms	105.1%	10.4 MB	19.4 MB	7.2 MB	13.9 KB
837	7f/935821	42004	NMD (32)	COMPLETED	0	2024-06-12 23:19:48.896	1.9s	1s	106.1%	11.1 MB	20 MB	7.7 MB	14.5 KB
839	54/403652	42043	NMD (34)	COMPLETED	0	2024-06-12 23:19:50.791	1.9s	1s	104.7%	12 MB	20.8 MB	7.7 MB	15 KB
840	79/8da904	42050	NMD (35)	COMPLETED	0	2024-06-12 23:19:50.832	1.9s	977ms	104.3%	11.5 MB	20 MB	7.7 MB	14.7 KB
842	e5/0b30cf	42099	NMD (37)	COMPLETED	0	2024-06-12 23:19:52.778	1.8s	871ms	103.8%	11.2 MB	20.2 MB	7.2 MB	14 KB
841	d9/c89512	42080	NMD (36)	COMPLETED	0	2024-06-12 23:19:52.656	1.9s	949ms	104.0%	11.2 MB	20 MB	7.7 MB	14.8 KB
844	08/4dd954	42127	NMD (39)	COMPLETED	0	2024-06-12 23:19:54.589	1.8s	979ms	105.8%	11 MB	20 MB	7.2 MB	14 KB
843	48/4f75b4	42120	NMD (38)	COMPLETED	0	2024-06-12 23:19:54.551	1.9s	970ms	102.9%	10.5 MB	19.5 MB	7.2 MB	14 KB
845	10/9254f9	42159	NMD (40)	COMPLETED	0	2024-06-12 23:19:56.418	2.7s	1.5s	117.2%	62.1 MB	75 MB	7.2 MB	14.1 KB
846	77/b7c6c9	42166	NMD (41)	COMPLETED	0	2024-06-12 23:19:56.453	2.8s	1.6s	115.7%	61.5 MB	73.9 MB	8.6 MB	14.5 KB
847	dd/7c01b6	42207	NMD (42)	COMPLETED	0	2024-06-12 23:19:59.097	2s	1.1s	104.0%	11.4 MB	20.3 MB	8.6 MB	14.3 KB
848	9e/891427	42225	NMD (43)	COMPLETED	0	2024-06-12 23:19:59.247	1.9s	980ms	101.8%	11.1 MB	19.8 MB	7.7 MB	14.4 KB
849	0a/c11d22	42255	NMD (44)	COMPLETED	0	2024-06-12 23:20:01.142	1.8s	963ms	103.7%	12 MB	20.7 MB	7.7 MB	14.3 KB
850	48/ee87d8	42263	NMD (45)	COMPLETED	0	2024-06-12 23:20:01.197	1.9s	976ms	102.9%	11 MB	19.6 MB	8.6 MB	14.6 KB
851	9b/4df9e2	42292	NMD (46)	COMPLETED	0	2024-06-12 23:20:02.978	1.9s	1s	104.9%	14.1 MB	22.8 MB	8.6 MB	15.2 KB
852	dc/5000c9	42302	NMD (47)	COMPLETED	0	2024-06-12 23:20:03.066	1.9s	1s	103.7%	3.4 MB	7.2 MB	8.6 MB	16.1 KB
853	9d/84bf3a	42331	NMD (48)	COMPLETED	0	2024-06-12 23:20:04.911	1.9s	985ms	107.4%	14.1 MB	22.8 MB	7.7 MB	14.4 KB
854	10/3c3d33	42340	NMD (49)	COMPLETED	0	2024-06-12 23:20:04.967	1.9s	935ms	104.4%	11.9 MB	20.5 MB	7.7 MB	14.3 KB
855	d8/cc73b4	42370	NMD (50)	COMPLETED	0	2024-06-12 23:20:06.771	1.9s	997ms	104.0%	11.8 MB	20.5 MB	7.7 MB	14.4 KB
856	6c/2e2d76	42379	NMD (51)	COMPLETED	0	2024-06-12 23:20:06.828	2.1s	1.1s	103.2%	11.4 MB	20.2 MB	10.4 MB	13.8 KB
858	f1/23453c	42426	NMD (53)	COMPLETED	0	2024-06-12 23:20:08.890	1.8s	934ms	103.6%	11.4 MB	20.2 MB	6.7 MB	13.6 KB
857	f6/41f663	42406	NMD (52)	COMPLETED	0	2024-06-12 23:20:08.635	2.2s	1.2s	105.4%	101.4 MB	117.3 MB	10.4 MB	14 KB
859	b1/de8733	42445	NMD (54)	COMPLETED	0	2024-06-12 23:20:10.680	2s	1.1s	104.9%	11.4 MB	20.2 MB	10.4 MB	13.8 KB
860	6d/124b43	42465	NMD (55)	COMPLETED	0	2024-06-12 23:20:10.831	1.9s	1s	103.8%	11.8 MB	20.2 MB	10.4 MB	14.4 KB
862	b9/a378f5	42500	NMD (57)	COMPLETED	0	2024-06-12 23:20:12.785	1.8s	891ms	101.9%	11.5 MB	20.6 MB	6.7 MB	13.6 KB
861	ff/c0b92e	42485	NMD (56)	COMPLETED	0	2024-06-12 23:20:12.714	1.9s	961ms	105.1%	11.6 MB	20.3 MB	8.3 MB	14.1 KB
863	d2/4e52cb	42523	NMD (58)	COMPLETED	0	2024-06-12 23:20:14.581	1.9s	983ms	103.4%	11 MB	19.8 MB	8.3 MB	14.1 KB
864	65/bfffa3	42530	NMD (59)	COMPLETED	0	2024-06-12 23:20:14.621	1.9s	961ms	103.3%	11.1 MB	19.8 MB	8.3 MB	14.1 KB
865	20/8b49f9	42561	NMD (60)	COMPLETED	0	2024-06-12 23:20:16.456	1.8s	898ms	105.2%	11.5 MB	19.9 MB	6.7 MB	13.6 KB
866	ce/a36b3b	42569	NMD (61)	COMPLETED	0	2024-06-12 23:20:16.506	1.9s	950ms	105.1%	11.2 MB	19.9 MB	8.3 MB	14.1 KB
868	75/e920ad	42616	NMD (63)	COMPLETED	0	2024-06-12 23:20:18.374	1.9s	981ms	104.1%	11.4 MB	19.9 MB	6.7 MB	13.6 KB
867	19/9b7c31	42597	NMD (62)	COMPLETED	0	2024-06-12 23:20:18.221	2.3s	1.3s	105.7%	94.2 MB	110.3 MB	10.4 MB	14.6 KB
869	2a/4d8bbe	42646	NMD (64)	COMPLETED	0	2024-06-12 23:20:20.245	1.9s	1.1s	103.9%	11.5 MB	20.5 MB	8.3 MB	14.1 KB
870	11/e5bef7	42666	NMD (65)	COMPLETED	0	2024-06-12 23:20:20.520	1.7s	853ms	105.3%	11.5 MB	20.2 MB	6.7 MB	13.6 KB
871	c9/53e25e	42685	NMD (66)	COMPLETED	0	2024-06-12 23:20:22.167	1.7s	854ms	105.6%	12.1 MB	20.8 MB	6.7 MB	13.6 KB
872	a1/92f78c	42695	NMD (67)	COMPLETED	0	2024-06-12 23:20:22.224	1.7s	842ms	103.1%	13.9 MB	22.7 MB	6.7 MB	13.6 KB
873	03/bffdd3	42724	NMD (68)	COMPLETED	0	2024-06-12 23:20:23.909	1.8s	904ms	104.9%	12.8 MB	21.7 MB	6.7 MB	13.6 KB
874	e5/c9f551	42735	NMD (69)	COMPLETED	0	2024-06-12 23:20:23.963	1.8s	886ms	104.3%	11.9 MB	20.5 MB	6.7 MB	13.6 KB
875	65/ac1fc7	42761	NMD (70)	COMPLETED	0	2024-06-12 23:20:25.696	1.8s	891ms	103.7%	11.2 MB	20.2 MB	6.7 MB	13.5 KB
876	57/8ecfad	42775	NMD (71)	COMPLETED	0	2024-06-12 23:20:25.772	1.8s	878ms	102.1%	10.9 MB	19.5 MB	6.7 MB	13.6 KB
877	99/ba5f41	42799	NMD (72)	COMPLETED	0	2024-06-12 23:20:27.476	1.8s	968ms	105.2%	13.2 MB	21.9 MB	6.7 MB	13.5 KB
878	f6/15724b	42813	NMD (73)	COMPLETED	0	2024-06-12 23:20:27.542	2s	952ms	103.1%	11.9 MB	20.6 MB	6.7 MB	13.5 KB
879	9a/7e9766	42836	NMD (74)	COMPLETED	0	2024-06-12 23:20:29.302	1.9s	932ms	104.2%	10.6 MB	19.5 MB	6.7 MB	13.5 KB
880	f5/50f9d7	42857	NMD (75)	COMPLETED	0	2024-06-12 23:20:29.507	1.8s	874ms	104.0%	11.8 MB	20.3 MB	6.7 MB	13.5 KB
881	3b/ecfa2e	42876	NMD (76)	COMPLETED	0	2024-06-12 23:20:31.181	2s	1.1s	103.0%	11.2 MB	20 MB	10.5 MB	13.9 KB
882	d5/85d4e6	42893	NMD (77)	COMPLETED	0	2024-06-12 23:20:31.287	2s	1.1s	103.3%	11.5 MB	20.2 MB	10.5 MB	13.9 KB
884	2c/131e7a	42926	NMD (79)	COMPLETED	0	2024-06-12 23:20:33.259	1.9s	1s	102.1%	11.4 MB	20.2 MB	10.5 MB	14 KB
883	e1/62ce5d	42914	NMD (78)	COMPLETED	0	2024-06-12 23:20:33.181	2.1s	1.1s	104.1%	11 MB	19.6 MB	10.5 MB	13.9 KB
886	a2/3fe183	42962	NMD (81)	COMPLETED	0	2024-06-12 23:20:35.256	1.9s	898ms	103.9%	10.9 MB	19.8 MB	7.3 MB	13.3 KB
885	bd/a45523	42952	NMD (80)	COMPLETED	0	2024-06-12 23:20:35.183	2s	987ms	101.7%	3.2 MB	7.2 MB	8.2 MB	13.7 KB
888	33/3ce527	42998	NMD (83)	COMPLETED	0	2024-06-12 23:20:37.172	2.1s	1.1s	104.2%	11.6 MB	20.3 MB	8.2 MB	13.7 KB
887	9f/63fe19	42992	NMD (82)	COMPLETED	0	2024-06-12 23:20:37.140	2.2s	1.2s	105.2%	102 MB	118 MB	10.5 MB	13.9 KB
889	3f/1e72d9	43031	NMD (84)	COMPLETED	0	2024-06-12 23:20:39.250	2.8s	1.6s	110.8%	67.2 MB	80 MB	7.3 MB	13.3 KB
890	08/258d02	43049	NMD (85)	COMPLETED	0	2024-06-12 23:20:39.341	2.8s	1.5s	110.0%	69.8 MB	82.4 MB	8.2 MB	13.7 KB
891	b0/3fc076	43082	NMD (86)	COMPLETED	0	2024-06-12 23:20:42.064	2.4s	1.4s	108.6%	79.8 MB	96.1 MB	8.2 MB	13.7 KB
892	a1/ba4285	43092	NMD (87)	COMPLETED	0	2024-06-12 23:20:42.128	2.4s	1.3s	107.8%	87.1 MB	103.6 MB	7.3 MB	14 KB
893	29/e7147e	43126	NMD (88)	COMPLETED	0	2024-06-12 23:20:44.474	1.8s	973ms	102.6%	11 MB	19.9 MB	8.2 MB	13.7 KB
894	34/908e6d	43132	NMD (89)	COMPLETED	0	2024-06-12 23:20:44.503	1.9s	972ms	105.2%	10.9 MB	19.6 MB	8.6 MB	13.1 KB
895	3d/7008aa	43163	NMD (90)	COMPLETED	0	2024-06-12 23:20:46.293	1.8s	939ms	103.2%	11.5 MB	20.2 MB	7.3 MB	13.7 KB
896	b5/777bc3	43181	NMD (91)	COMPLETED	0	2024-06-12 23:20:46.401	1.8s	1s	103.7%	11 MB	20.2 MB	8.6 MB	13.1 KB
897	af/0fb648	43201	NMD (92)	COMPLETED	0	2024-06-12 23:20:48.128	1.9s	947ms	104.1%	13.4 MB	22.3 MB	7.3 MB	13.3 KB
898	0d/ea137a	43217	NMD (93)	COMPLETED	0	2024-06-12 23:20:48.230	1.9s	946ms	105.1%	11.8 MB	20.5 MB	8.6 MB	13.1 KB
899	76/bacbba	43239	NMD (94)	COMPLETED	0	2024-06-12 23:20:49.984	2s	1s	105.4%	11 MB	19.6 MB	8.6 MB	13.1 KB
900	02/70521d	43259	NMD (95)	COMPLETED	0	2024-06-12 23:20:50.180	1.9s	848ms	103.3%	11.4 MB	20.2 MB	6.7 MB	13 KB
902	c5/e6a037	43289	NMD (97)	COMPLETED	0	2024-06-12 23:20:52.046	1.8s	876ms	104.6%	11 MB	19.8 MB	6.7 MB	13 KB
901	d2/1780eb	43279	NMD (96)	COMPLETED	0	2024-06-12 23:20:51.988	1.9s	966ms	104.2%	11.1 MB	20.2 MB	7.9 MB	13.2 KB
903	57/9f517a	43317	NMD (98)	COMPLETED	0	2024-06-12 23:20:53.838	1.9s	999ms	103.5%	11.1 MB	20 MB	7.9 MB	13.3 KB
904	2d/389f0f	43325	NMD (99)	COMPLETED	0	2024-06-12 23:20:53.888	1.9s	966ms	103.2%	11.2 MB	19.6 MB	7.9 MB	13.2 KB
906	45/e43bbc	43389	NMD (101)	COMPLETED	0	2024-06-12 23:20:55.771	1.8s	899ms	103.6%	11.4 MB	20 MB	6.7 MB	13 KB
905	68/062c72	43373	NMD (100)	COMPLETED	0	2024-06-12 23:20:55.758	1.9s	1s	105.2%	11.2 MB	20.3 MB	8.6 MB	13.2 KB
907	9e/b3a115	43433	NMD (102)	COMPLETED	0	2024-06-12 23:20:57.581	2s	953ms	105.1%	11.8 MB	20.7 MB	7.9 MB	13.3 KB
908	57/e95808	43440	NMD (103)	COMPLETED	0	2024-06-12 23:20:57.625	2s	938ms	104.0%	3.5 MB	7.2 MB	7.9 MB	13.4 KB
909	4e/a6055c	43471	NMD (104)	COMPLETED	0	2024-06-12 23:20:59.613	1.9s	917ms	106.0%	11.2 MB	20 MB	6.7 MB	13 KB
910	f3/b7ca97	43477	NMD (105)	COMPLETED	0	2024-06-12 23:20:59.663	1.9s	884ms	104.9%	11.6 MB	20.3 MB	6.7 MB	13 KB
911	0b/ad4d7a	43510	NMD (106)	COMPLETED	0	2024-06-12 23:21:01.478	2.8s	1.8s	110.4%	64 MB	76.3 MB	6.7 MB	13 KB
912	99/4968c9	43517	NMD (107)	COMPLETED	0	2024-06-12 23:21:01.566	2.7s	1.7s	110.1%	63.1 MB	75.8 MB	6.7 MB	13 KB
914	7a/5c8e76	43557	NMD (109)	COMPLETED	0	2024-06-12 23:21:04.315	2.7s	1.6s	100.4%	76.1 MB	92.6 MB	6.7 MB	13 KB
913	a4/e37ee7	43556	NMD (108)	COMPLETED	0	2024-06-12 23:21:04.312	2.8s	1.7s	93.7%	75 MB	91.2 MB	6.7 MB	13 KB
915	cf/27bcc9	43595	NMD (110)	COMPLETED	0	2024-06-12 23:21:07.035	2.1s	1.1s	107.6%	11.2 MB	19.9 MB	6.7 MB	13 KB
916	95/e65a73	43613	NMD (111)	COMPLETED	0	2024-06-12 23:21:07.117	2.1s	1.1s	106.0%	10.6 MB	19.6 MB	6.9 MB	14 KB
917	d1/e9c387	43648	NMD (112)	COMPLETED	0	2024-06-12 23:21:09.152	2s	983ms	105.7%	13.1 MB	21.8 MB	6.9 MB	14.1 KB
918	df/0a9532	43656	NMD (113)	COMPLETED	0	2024-06-12 23:21:09.206	2s	991ms	100.1%	11.6 MB	20 MB	6.9 MB	14 KB
919	5b/8d0ae3	43687	NMD (114)	COMPLETED	0	2024-06-12 23:21:11.141	1.9s	992ms	104.8%	11.9 MB	20.8 MB	6.9 MB	14 KB
920	15/3337fb	43697	NMD (115)	COMPLETED	0	2024-06-12 23:21:11.198	1.9s	991ms	101.2%	3.5 MB	7.2 MB	6.9 MB	14 KB
921	32/75582a	43734	NearestGene (1)	COMPLETED	0	2024-06-12 23:21:13.035	2.5s	1.6s	103.6%	124.1 MB	140.2 MB	8.7 MB	15.4 KB
922	cf/708af0	43750	NearestGene (2)	COMPLETED	0	2024-06-12 23:21:13.118	2.4s	1.5s	103.9%	130.5 MB	146.8 MB	8.7 MB	15.4 KB
923	8f/9cb549	43773	NearestGene (3)	COMPLETED	0	2024-06-12 23:21:15.528	2.2s	1.3s	102.7%	124.7 MB	140.8 MB	7.8 MB	15.3 KB
924	33/6de791	43780	NearestGene (4)	COMPLETED	0	2024-06-12 23:21:15.570	2.2s	1.3s	102.7%	126.2 MB	142.6 MB	7.8 MB	15.3 KB
926	29/6bbea0	43821	NearestGene (6)	COMPLETED	0	2024-06-12 23:21:17.813	2.1s	1.3s	103.2%	127.7 MB	143.8 MB	7.8 MB	15.3 KB
925	c0/72a11e	43814	NearestGene (5)	COMPLETED	0	2024-06-12 23:21:17.772	2.5s	1.5s	104.3%	128.6 MB	145 MB	8.7 MB	15.4 KB
927	42/f48090	43850	NearestGene (7)	COMPLETED	0	2024-06-12 23:21:19.938	2.5s	1.6s	105.5%	118.6 MB	134.5 MB	8.7 MB	15.4 KB
928	06/6897f2	43871	NearestGene (8)	COMPLETED	0	2024-06-12 23:21:20.279	2.4s	1.5s	102.5%	135.8 MB	152 MB	8.7 MB	15.4 KB
930	ab/730bc3	43909	NearestGene (10)	COMPLETED	0	2024-06-12 23:21:22.728	1.8s	884ms	103.6%	11.8 MB	20.5 MB	7.1 MB	15.4 KB
929	b0/2227eb	43889	NearestGene (9)	COMPLETED	0	2024-06-12 23:21:22.422	2.3s	1.4s	104.9%	120.3 MB	136.6 MB	7.8 MB	15.3 KB
932	e4/026a7f	43947	NearestGene (12)	COMPLETED	0	2024-06-12 23:21:24.763	1.7s	919ms	103.2%	11.4 MB	20.3 MB	7.1 MB	15.7 KB
931	33/47da81	43927	NearestGene (11)	COMPLETED	0	2024-06-12 23:21:24.482	2.3s	1.4s	105.7%	118.2 MB	134.2 MB	7.8 MB	15.3 KB
933	c6/427bdd	43965	NearestGene (13)	COMPLETED	0	2024-06-12 23:21:26.492	2s	1.1s	106.1%	12.8 MB	21.7 MB	7.1 MB	15.7 KB
934	a3/2a1289	43985	NearestGene (14)	COMPLETED	0	2024-06-12 23:21:26.787	1.9s	979ms	104.1%	11.5 MB	20.2 MB	7.1 MB	15.7 KB
935	24/409ef8	44003	NearestGene (15)	COMPLETED	0	2024-06-12 23:21:28.447	2s	1.1s	111.2%	10.8 MB	19.4 MB	7.1 MB	15.7 KB
936	b1/a584ea	44027	NearestGene (16)	COMPLETED	0	2024-06-12 23:21:28.700	2.7s	1.7s	105.6%	118.6 MB	134.8 MB	9.4 MB	14.8 KB
937	fa/e1a802	44047	NearestGene (17)	COMPLETED	0	2024-06-12 23:21:30.471	2.8s	1.9s	105.3%	76.9 MB	93.2 MB	9.4 MB	14.8 KB
938	78/5285fe	44068	NearestGene (18)	COMPLETED	0	2024-06-12 23:21:31.359	2.6s	1.7s	104.3%	107.9 MB	124.4 MB	9.4 MB	14.8 KB
939	f0/306303	44098	NearestGene (19)	COMPLETED	0	2024-06-12 23:21:33.270	2.7s	1.9s	109.1%	82 MB	98.1 MB	9.4 MB	14.8 KB
940	fe/7d0be7	44118	NearestGene (20)	COMPLETED	0	2024-06-12 23:21:33.943	2.7s	1.8s	106.0%	103.5 MB	119.4 MB	8.8 MB	14.9 KB
941	fd/fedfbb	44136	NearestGene (21)	COMPLETED	0	2024-06-12 23:21:36.003	2.5s	1.6s	106.6%	99.2 MB	115.1 MB	8.8 MB	14.9 KB
942	3b/db7bd7	44156	NearestGene (22)	COMPLETED	0	2024-06-12 23:21:36.650	2.2s	1.3s	105.1%	127.4 MB	143.3 MB	7.7 MB	14.6 KB
943	94/f85d48	44174	NearestGene (23)	COMPLETED	0	2024-06-12 23:21:38.477	2.5s	1.5s	104.5%	102.7 MB	118.7 MB	9.4 MB	14.8 KB
944	1e/0dd8c0	44194	NearestGene (24)	COMPLETED	0	2024-06-12 23:21:38.852	2.3s	1.4s	103.3%	132.8 MB	148.7 MB	8.8 MB	14.9 KB
945	f2/6f5f9b	44213	NearestGene (25)	COMPLETED	0	2024-06-12 23:21:40.952	2.2s	1.3s	104.4%	120.1 MB	136.4 MB	7.7 MB	14.6 KB
946	d4/b04b73	44233	NearestGene (26)	COMPLETED	0	2024-06-12 23:21:41.190	2.1s	1.2s	104.0%	131.9 MB	148 MB	7.7 MB	14.5 KB
948	4e/571825	44271	NearestGene (28)	COMPLETED	0	2024-06-12 23:21:43.333	2.2s	1.3s	104.0%	132.1 MB	148 MB	7.7 MB	15.4 KB
947	36/c78555	44251	NearestGene (27)	COMPLETED	0	2024-06-12 23:21:43.176	2.4s	1.4s	104.1%	120.7 MB	136.8 MB	8.8 MB	14.9 KB
949	db/c6cc73	44291	NearestGene (29)	COMPLETED	0	2024-06-12 23:21:45.499	2.2s	1.3s	103.5%	123.8 MB	140 MB	7.7 MB	14.6 KB
950	68/bf138a	44302	NearestGene (30)	COMPLETED	0	2024-06-12 23:21:45.570	2.4s	1.4s	103.2%	123.4 MB	139.5 MB	8.8 MB	14.9 KB
952	8f/52c071	44348	NearestGene (32)	COMPLETED	0	2024-06-12 23:21:47.937	2s	1.2s	103.4%	120.6 MB	136.5 MB	7.8 MB	14.4 KB
951	d1/193330	44328	NearestGene (31)	COMPLETED	0	2024-06-12 23:21:47.673	3s	2s	106.1%	109.6 MB	125.5 MB	9.5 MB	15.4 KB
953	9e/e06dc1	44366	NearestGene (33)	COMPLETED	0	2024-06-12 23:21:49.959	3.4s	2.5s	106.4%	81.2 MB	97.7 MB	9.5 MB	14.8 KB
954	1b/b6e5bf	44386	NearestGene (34)	COMPLETED	0	2024-06-12 23:21:50.681	3.5s	2.6s	106.9%	182 MB	197.9 MB	9.5 MB	16 KB
955	da/955798	44410	NearestGene (35)	COMPLETED	0	2024-06-12 23:21:53.319	2.9s	2s	105.4%	82 MB	97.8 MB	9.5 MB	15.3 KB
956	6b/e1a579	44437	NearestGene (36)	COMPLETED	0	2024-06-12 23:21:54.228	2s	1.1s	103.3%	11.8 MB	20.5 MB	7.8 MB	14.3 KB
958	bc/a3235f	44468	NearestGene (38)	COMPLETED	0	2024-06-12 23:21:56.255	2.5s	1.6s	111.1%	95.7 MB	112.2 MB	7.8 MB	14.3 KB
957	1b/05b0f8	44459	NearestGene (37)	COMPLETED	0	2024-06-12 23:21:56.214	3.6s	2.6s	109.5%	181.5 MB	197.9 MB	9.5 MB	15.4 KB
959	a1/b1b00a	44495	NearestGene (39)	COMPLETED	0	2024-06-12 23:21:58.750	3.2s	2.2s	108.0%	62.1 MB	74.6 MB	7.8 MB	14.3 KB
960	99/7229e6	44515	NearestGene (40)	COMPLETED	0	2024-06-12 23:21:59.799	3.2s	2s	102.1%	79.9 MB	95.9 MB	7.8 MB	14.8 KB
961	3f/a9e075	44536	NearestGene (41)	COMPLETED	0	2024-06-12 23:22:01.916	3s	2.1s	106.4%	62.6 MB	75.4 MB	9.1 MB	15.3 KB
962	8e/b98e75	44557	NearestGene (42)	COMPLETED	0	2024-06-12 23:22:03.068	2.6s	1.6s	105.9%	101.7 MB	117.8 MB	9.1 MB	14.6 KB
963	e4/a18219	44586	NearestGene (43)	COMPLETED	0	2024-06-12 23:22:04.886	2.3s	1.5s	106.1%	96 MB	111.9 MB	8.3 MB	14.6 KB
964	e3/4646d8	44606	NearestGene (44)	COMPLETED	0	2024-06-12 23:22:05.639	2.2s	1.4s	104.8%	116.2 MB	132.4 MB	8.3 MB	14.6 KB
965	3c/16cb7b	44624	NearestGene (45)	COMPLETED	0	2024-06-12 23:22:07.211	2.3s	1.5s	106.5%	83 MB	99.3 MB	9.1 MB	14.8 KB
966	a7/d26800	44644	NearestGene (46)	COMPLETED	0	2024-06-12 23:22:07.866	2.2s	1.4s	104.7%	115.3 MB	131.2 MB	9.1 MB	15.5 KB
967	4f/0a8263	44662	NearestGene (47)	COMPLETED	0	2024-06-12 23:22:09.511	2.3s	1.5s	105.7%	90.4 MB	106.8 MB	9.1 MB	16.4 KB
968	0c/933c44	44683	NearestGene (48)	COMPLETED	0	2024-06-12 23:22:10.115	2.3s	1.4s	106.9%	123.9 MB	139.9 MB	8.3 MB	14.6 KB
969	4e/acfe35	44702	NearestGene (49)	COMPLETED	0	2024-06-12 23:22:11.780	2.3s	1.4s	105.3%	100.3 MB	116.5 MB	8.3 MB	14.6 KB
970	3d/8c6ff6	44722	NearestGene (50)	COMPLETED	0	2024-06-12 23:22:12.456	2.1s	1.4s	103.7%	122.9 MB	138.9 MB	8.3 MB	14.6 KB
972	cd/cf40fd	44760	NearestGene (52)	COMPLETED	0	2024-06-12 23:22:14.602	1.8s	1.1s	104.0%	14.5 MB	23.3 MB	7.1 MB	14.1 KB
971	ad/9bc0fe	44740	NearestGene (51)	COMPLETED	0	2024-06-12 23:22:14.076	3.4s	2.5s	105.9%	214.6 MB	230.5 MB	12.5 MB	14.3 KB
973	fc/bc2cf6	44778	NearestGene (53)	COMPLETED	0	2024-06-12 23:22:16.425	3s	2.1s	104.9%	99.8 MB	116 MB	12.5 MB	14.6 KB
974	fa/825566	44798	NearestGene (54)	COMPLETED	0	2024-06-12 23:22:17.449	3s	2.2s	105.5%	214.3 MB	230.5 MB	12.5 MB	14.3 KB
976	a1/5876de	44838	NearestGene (56)	COMPLETED	0	2024-06-12 23:22:20.472	1.9s	1.1s	101.0%	11.2 MB	19.8 MB	7.1 MB	14.1 KB
